id,key,value,type
58173868,lanes,1,regular
58173868,name,McWhinney Boulevard,regular
58173868,oneway,yes,regular
58173868,surface,asphalt,regular
58173868,cfcc,A41,tiger
58173868,county,"Larimer, CO",tiger
58173868,name_base,McWhinney,tiger
58173868,name_type,Blvd,tiger
58173876,highway,tertiary,regular
58173876,lanes,1,regular
58173876,name,Hahns Peak Drive,regular
58173876,oneway,yes,regular
58173876,surface,asphalt,regular
58173876,cfcc,A41,tiger
58173876,county,"Larimer, CO",tiger
58173876,name_base,Hahns Peak,tiger
58173876,name_type,Dr,tiger
58173876,reviewed,no,tiger
58173881,highway,tertiary,regular
58173881,lanes,1,regular
58173881,name,Hahns Peak Drive,regular
58173881,oneway,yes,regular
58173881,surface,asphalt,regular
58173881,cfcc,A41,tiger
58173881,county,"Larimer, CO",tiger
58173881,name_base,Hahns Peak,tiger
58173881,name_type,Dr,tiger
58173926,highway,tertiary,regular
58173926,name,McWhinney Boulevard,regular
58173926,oneway,yes,regular
58173926,surface,asphalt,regular
58173926,cfcc,A41,tiger
58173926,county,"Larimer, CO",tiger
58173926,name_base,McWhinney,tiger
58173926,name_type,Blvd,tiger
58176896,highway,residential,regular
58871035,highway,service,regular
58871037,highway,service,regular
58871037,service,parking_aisle,regular
58871037,surface,asphalt,regular
58871038,highway,service,regular
58871038,surface,asphalt,regular
58871039,highway,service,regular
58871039,service,parking_aisle,regular
58871039,surface,asphalt,regular
58871123,cycleway,lane,regular
58871123,right,lane,cycleway
58871123,highway,tertiary,regular
58871123,maxspeed,40 mph,regular
58871123,name,South Timberline Road,regular
58871123,name_1,Timberline Road,regular
58871123,oneway,yes,regular
58871123,maxspeed,sign,source
58871123,cfcc,A41,tiger
58871123,county,"Larimer, CO",tiger
58871123,name_base,County Road 11,tiger
58871123,name_base_1,Timberline,tiger
58871123,name_direction_prefix,S,tiger
58871123,name_type_1,Rd,tiger
58871124,cycleway,lane,regular
58871124,highway,secondary,regular
58871124,lanes,2,regular
58871124,maxspeed,40 mph,regular
58871124,name,South County Road 11,regular
58871124,name_1,Timberline Road,regular
58871124,oneway,yes,regular
58871124,maxspeed,sign,source
58871124,cfcc,A41,tiger
58871124,county,"Larimer, CO",tiger
58871124,name_base,County Road 11,tiger
58871124,name_base_1,Timberline,tiger
58871124,name_direction_prefix,S,tiger
58871124,name_type_1,Rd,tiger
59441201,aeroway,hangar,regular
59441201,building,yes,regular
60185092,highway,residential,regular
60185092,name,Sienna Drive,regular
60185093,highway,residential,regular
60185093,name,Sienna Drive,regular
60417423,leisure,park,regular
60417423,name,Edora Park,regular
80624970,CDOT_route,014C,regular
80624970,alt_name,State Highway 14,regular
80624970,hgv,designated,regular
80624970,national_network,yes,hgv
80624970,highway,trunk,regular
80624970,lanes,2,regular
80624970,maxspeed,45 mph,regular
80624970,name,East Mulberry Street,regular
80624970,oneway,yes,regular
80624970,ref,CO 14,regular
80624970,hgv:national_network,"CDOT ""Highway Data Explorer""",source
80624970,surface,asphalt,regular
80624970,tracktype,grade1,regular
80624971,CDOT_route,014C,regular
80624971,alt_name,State Highway 14,regular
80624971,bridge,yes,regular
80624971,hgv,designated,regular
80624971,national_network,yes,hgv
80624971,highway,trunk,regular
80624971,lanes,2,regular
80624971,layer,1,regular
80624971,maxspeed,45 mph,regular
80624971,name,East Mulberry Street,regular
80624971,oneway,yes,regular
80624971,ref,CO 14,regular
80624971,hgv:national_network,"CDOT ""Highway Data Explorer""",source
80624971,surface,asphalt,regular
80624971,tracktype,grade1,regular
80624972,CDOT_route,014C,regular
80624972,alt_name,State Highway 14,regular
80624972,bridge,yes,regular
80624972,hgv,designated,regular
80624972,national_network,yes,hgv
80624972,highway,trunk,regular
80624972,lanes,2,regular
80624972,layer,1,regular
80624972,maxspeed,45 mph,regular
80624972,name,East Mulberry Street,regular
80624972,oneway,yes,regular
80624972,ref,CO 14,regular
80624972,hgv:national_network,"CDOT ""Highway Data Explorer""",source
80624972,surface,asphalt,regular
80624972,tracktype,grade1,regular
80624973,CDOT_route,014C,regular
80624973,alt_name,State Highway 14,regular
80624973,hgv,designated,regular
80624973,national_network,yes,hgv
80624973,highway,trunk,regular
80624973,lanes,3,regular
80624973,maxspeed,45 mph,regular
80624973,name,East Mulberry Street,regular
80624973,oneway,yes,regular
80624973,ref,CO 14,regular
80624973,hgv:national_network,"CDOT ""Highway Data Explorer""",source
80624973,surface,asphalt,regular
80624973,tracktype,grade1,regular
80624973,lanes,left|through|through,turn
80625104,bridge,yes,regular
80625104,highway,tertiary,regular
80625104,layer,1,regular
80625104,maxspeed,35 mph,regular
80625104,name,East Prospect Road,regular
80625104,name_1,County Road 44,regular
80625104,cfcc,A41,tiger
80625104,county,"Larimer, CO",tiger
80625104,name_base,Prospect,tiger
80625104,name_base_1,County Road 44,tiger
80625104,name_direction_prefix,E,tiger
80625104,name_type,Rd,tiger
80625104,reviewed,no,tiger
80625105,highway,tertiary,regular
80625105,maxspeed,35 mph,regular
80625105,name,East Prospect Road,regular
80625105,name_1,County Road 44,regular
80625105,cfcc,A41,tiger
80625105,county,"Larimer, CO",tiger
80625105,name_base,Prospect,tiger
80625105,name_base_1,County Road 44,tiger
80625105,name_direction_prefix,E,tiger
80625105,name_type,Rd,tiger
80625105,reviewed,no,tiger
80625268,CDOT_route,392A,regular
80625268,alt_name,State Highway 392,regular
80625268,bridge,yes,regular
80625268,cycleway,lane,regular
80625268,left,lane,cycleway
80625268,right,lane,cycleway
80625268,hgv,designated,regular
80625268,national_network,yes,hgv
80625268,highway,secondary,regular
80625268,lanes,2,regular
80625268,backward,1,lanes
80625268,forward,1,lanes
80625268,layer,1,regular
80625268,maxspeed,45 mph,regular
80625268,name,Carpenter Road,regular
80625268,name_1,East County Road 32,regular
80625268,ref,CO 392;CR 32,regular
80625268,source,Bing,regular
80625268,hgv:national_network,"CDOT ""Highway Data Explorer""",source
80625268,maxspeed,sign,source
80625268,surface,paved,regular
80625268,tracktype,grade1,regular
80625269,CDOT_route,392A,regular
80625269,alt_name,State Highway 392,regular
80625269,cycleway,lane,regular
80625269,left,lane,cycleway
80625269,right,lane,cycleway
80625269,hgv,designated,regular
80625269,national_network,yes,hgv
80625269,highway,secondary,regular
80625269,lanes,2,regular
80625269,backward,1,lanes
80625269,forward,1,lanes
80625269,maxspeed,45 mph,regular
80625269,name,Carpenter Road,regular
80625269,name_1,East County Road 32,regular
80625269,ref,CO 392;CR 32,regular
80625269,source,Bing,regular
80625269,hgv:national_network,"CDOT ""Highway Data Explorer""",source
80625269,maxspeed,sign,source
80625269,surface,paved,regular
80625269,tracktype,grade1,regular
80625270,bicycle,no,regular
80625270,highway,motorway_link,regular
80625270,oneway,yes,regular
80625270,cfcc,A63,tiger
80625270,county,"Larimer, CO",tiger
80625270,reviewed,no,tiger
80626450,bicycle,no,regular
80626450,hgv,designated,regular
80626450,highway,motorway,regular
80626450,lanes,2,regular
80626450,maxspeed,75 mph,regular
80626450,oneway,yes,regular
80626450,ref,I 25,regular
80626450,cfcc,A15,tiger
80626450,county,"Larimer, CO",tiger
80626450,name_base,I-25,tiger
80626450,name_base_1,United States Highway 87,tiger
80626454,bicycle,no,regular
80626454,bridge,yes,regular
80626454,hgv,designated,regular
80626454,highway,motorway,regular
80626454,lanes,2,regular
80626454,layer,1,regular
80626454,maxspeed,75 mph,regular
80626454,oneway,yes,regular
80626454,ref,I 25,regular
80626454,cfcc,A15,tiger
80626454,county,"Larimer, CO",tiger
80626454,name_base,I-25,tiger
80626454,name_base_1,United States Highway 87,tiger
80626456,bicycle,no,regular
80626456,bridge,yes,regular
80626456,hgv,designated,regular
80626456,highway,motorway,regular
80626456,lanes,2,regular
80626456,layer,1,regular
80626456,maxspeed,75 mph,regular
80626456,oneway,yes,regular
80626456,ref,I 25,regular
80626456,cfcc,A15,tiger
80626456,county,"Larimer, CO",tiger
80626456,name_base,I-25,tiger
80626456,name_base_1,United States Highway 87,tiger
80626459,bicycle,no,regular
80626459,hgv,designated,regular
80626459,highway,motorway,regular
80626459,lanes,2,regular
80626459,maxspeed,75 mph,regular
80626459,oneway,yes,regular
80626459,ref,I 25,regular
80626459,cfcc,A15,tiger
80626459,county,"Larimer, CO",tiger
80626459,name_base,I-25,tiger
80626459,name_base_1,United States Highway 87,tiger
80652675,bicycle,no,regular
80652675,hgv,designated,regular
80652675,highway,motorway,regular
80652675,lanes,2,regular
80652675,maxspeed,75 mph,regular
80652675,oneway,yes,regular
80652675,ref,I 25,regular
80652675,cfcc,A15,tiger
80652675,county,"Larimer, CO",tiger
80652675,name_base,I-25,tiger
80652675,name_base_1,United States Highway 87,tiger
80652675,zip_right,80537,tiger
80652845,highway,tertiary,regular
80652845,name,East County Road 36,regular
80652845,ref,CR 36,regular
80652845,cfcc,A41,tiger
80652845,county,"Larimer, CO",tiger
80652845,name_base,County Road 36,tiger
80652845,name_direction_prefix,E,tiger
80652845,reviewed,no,tiger
80652846,bridge,yes,regular
80652846,name,Buchanan Liberty Bridge,bridge
80652846,highway,tertiary,regular
80652846,layer,1,regular
80652846,name,East County Road 36,regular
80652846,cfcc,A41,tiger
80652846,county,"Larimer, CO",tiger
80652846,name_base,County Road 36,tiger
80652846,name_direction_prefix,E,tiger
80652846,reviewed,no,tiger
80653114,CDOT_route,034A,regular
80653114,NHS,yes,regular
80653114,alt_name,County Road 58,regular
80653114,bridge,yes,regular
80653114,hgv,designated,regular
80653114,national_network,yes,hgv
80653114,highway,trunk,regular
80653114,lanes,3,regular
80653114,layer,1,regular
80653114,name,United States Highway 34,regular
80653114,oneway,yes,regular
80653114,lane:both,no_parking,parking
80653114,ref,US 34;CR 58,regular
80653114,hgv:national_network,"CDOT ""Highway Data Explorer""",source
80653114,surface,asphalt,regular
80653114,tracktype,grade1,regular
80653114,lanes,through|through|right,turn
80653116,bicycle,no,regular
80653116,highway,motorway_link,regular
80653116,oneway,yes,regular
80653116,cfcc,A63,tiger
80653116,county,"Larimer, CO",tiger
80653117,CDOT_route,034A,regular
80653117,NHS,yes,regular
80653117,alt_name,County Road 58,regular
80653117,hgv,designated,regular
80653117,national_network,yes,hgv
80653117,highway,trunk,regular
80653117,lanes,3,regular
80653117,name,United States Highway 34,regular
80653117,oneway,yes,regular
80653117,lane:both,no_parking,parking
80653117,ref,US 34;CR 58,regular
80653117,hgv:national_network,"CDOT ""Highway Data Explorer""",source
80653117,surface,asphalt,regular
80653117,tracktype,grade1,regular
80653117,lanes,through|through|right,turn
80653186,bicycle,no,regular
80653186,hgv,designated,regular
80653186,highway,motorway,regular
80653186,lanes,2,regular
80653186,maxspeed,75 mph,regular
80653186,oneway,yes,regular
80653186,ref,I 25,regular
80653186,cfcc,A15,tiger
80653186,county,"Larimer, CO",tiger
80653186,name_base,I-25,tiger
80653186,name_base_1,United States Highway 87,tiger
80653188,bicycle,no,regular
80653188,bridge,yes,regular
80653188,hgv,designated,regular
80653188,highway,motorway,regular
80653188,lanes,2,regular
80653188,layer,1,regular
80653188,maxspeed,75 mph,regular
80653188,oneway,yes,regular
80653188,ref,I 25,regular
80653188,cfcc,A15,tiger
80653188,county,"Larimer, CO",tiger
80653188,name_base,I-25,tiger
80653188,name_base_1,United States Highway 87,tiger
80653190,bicycle,no,regular
80653190,bridge,yes,regular
80653190,hgv,designated,regular
80653190,highway,motorway,regular
80653190,lanes,2,regular
80653190,layer,1,regular
80653190,maxspeed,75 mph,regular
80653190,oneway,yes,regular
80653190,ref,I 25,regular
80653190,cfcc,A15,tiger
80653190,county,"Larimer, CO",tiger
80653190,name_base,I-25,tiger
80653190,name_base_1,United States Highway 87,tiger
80653192,bicycle,no,regular
80653192,hgv,designated,regular
80653192,highway,motorway,regular
80653192,lanes,2,regular
80653192,maxspeed,75 mph,regular
80653192,oneway,yes,regular
80653192,ref,I 25,regular
80653192,surface,asphalt,regular
80653192,cfcc,A15,tiger
80653192,county,"Larimer, CO",tiger
80653192,name_base,I-25,tiger
80653192,name_base_1,United States Highway 87,tiger
80658784,bridge,yes,regular
80658784,cycleway,lane,regular
80658784,highway,secondary,regular
80658784,layer,1,regular
80658784,maxspeed,45 mph,regular
80658784,name,East Harmony Road,regular
80658784,name_1,County Road 38,regular
80658784,old_ref,SH 68,regular
80658784,oneway,yes,regular
80658784,ref,CR 38,regular
80658784,cdot,B-17-DS,ref
80658784,cfcc,A31,tiger
80658784,county,"Larimer, CO",tiger
80658784,name_base,Harmony,tiger
80658784,name_base_1,County Road 38,tiger
80658784,name_base_2,State Highway 68,tiger
80658784,name_direction_prefix,E,tiger
80658784,name_type,Rd,tiger
80658802,cycleway,lane,regular
80658802,highway,secondary,regular
80658802,name,East Harmony Road,regular
80658802,name_1,County Road 38,regular
80658802,old_ref,SH 68,regular
80658802,oneway,yes,regular
80658802,ref,CR 38,regular
80658802,cfcc,A31,tiger
80658802,county,"Larimer, CO",tiger
80658802,name_base,Harmony,tiger
80658802,name_base_1,County Road 38,tiger
80658802,name_base_2,State Highway 68,tiger
80658802,name_direction_prefix,E,tiger
80658802,name_type,Rd,tiger
80658813,cycleway,lane,regular
80658813,highway,secondary,regular
80658813,maxspeed,45 mph,regular
80658813,name,East Harmony Road,regular
80658813,name_1,County Road 38,regular
80658813,old_ref,SH 68,regular
80658813,oneway,yes,regular
80658813,ref,CR 38,regular
80658813,cfcc,A31,tiger
80658813,county,"Larimer, CO",tiger
80658813,name_base,Harmony,tiger
80658813,name_base_1,County Road 38,tiger
80658813,name_direction_prefix,E,tiger
80658813,name_type,Rd,tiger
80658838,bridge,yes,regular
80658838,cycleway,lane,regular
80658838,highway,secondary,regular
80658838,layer,1,regular
80658838,maxspeed,45 mph,regular
80658838,name,East Harmony Road,regular
80658838,name_1,County Road 38,regular
80658838,old_ref,SH 68,regular
80658838,oneway,yes,regular
80658838,ref,CR 38,regular
80658838,cdot,B-17-DS,ref
80658838,cfcc,A31,tiger
80658838,county,"Larimer, CO",tiger
80658838,name_base,Harmony,tiger
80658838,name_base_1,County Road 38,tiger
80658838,name_direction_prefix,E,tiger
80658838,name_type,Rd,tiger
80658851,bicycle,no,regular
80658851,highway,motorway_link,regular
80658851,oneway,yes,regular
80658851,source,Yahoo,regular
80661546,bicycle,no,regular
80661546,destination,Cheyenne,regular
80661546,ref,I 25 North,destination
80661546,highway,motorway_link,regular
80661546,oneway,yes,regular
80661546,source,Yahoo,regular
85371054,highway,footway,regular
85371054,surface,concrete,regular
85373787,highway,track,regular
85373787,note,Golf Cart path,regular
85373787,surface,paved,regular
88175779,bicycle,no,regular
88175779,highway,motorway_link,regular
88175779,oneway,yes,regular
88175779,cfcc,A63,tiger
88175779,county,"Larimer, CO",tiger
88175779,reviewed,no,tiger
88320061,bicycle,no,regular
88320061,bridge,yes,regular
88320061,hgv,designated,regular
88320061,highway,motorway,regular
88320061,lanes,2,regular
88320061,layer,1,regular
88320061,maxspeed,75 mph,regular
88320061,oneway,yes,regular
88320061,ref,I 25,regular
88320061,cfcc,A15,tiger
88320061,county,"Larimer, CO",tiger
88320061,name_base,I-25,tiger
88320061,name_base_1,United States Highway 87,tiger
88320070,bicycle,no,regular
88320070,destination,State Patrol,regular
88320070,highway,motorway_link,regular
88320070,oneway,yes,regular
88320070,source,USGS imagery,regular
88320076,bicycle,no,regular
88320076,hgv,designated,regular
88320076,highway,motorway,regular
88320076,lanes,2,regular
88320076,maxspeed,75 mph,regular
88320076,oneway,yes,regular
88320076,ref,I 25,regular
88320080,bicycle,no,regular
88320080,bridge,yes,regular
88320080,hgv,designated,regular
88320080,highway,motorway,regular
88320080,lanes,2,regular
88320080,layer,1,regular
88320080,maxspeed,75 mph,regular
88320080,oneway,yes,regular
88320080,ref,I 25,regular
88320086,destination,Weigh Station,regular
88320086,highway,motorway_link,regular
88320086,oneway,yes,regular
88320111,highway,service,regular
88320111,oneway,yes,regular
88320111,source,USGS imagery,regular
88320112,bicycle,no,regular
88320112,hgv,designated,regular
88320112,highway,motorway,regular
88320112,lanes,2,regular
88320112,maxspeed,75 mph,regular
88320112,oneway,yes,regular
88320112,ref,I 25,regular
88320112,cfcc,A15,tiger
88320112,county,"Larimer, CO",tiger
88320112,name_base,I-25,tiger
88320112,name_base_1,United States Highway 87,tiger
88320117,highway,service,regular
88320117,source,USGS imagery,regular
88320123,destination,Weigh Station,regular
88320123,highway,motorway_link,regular
88320123,oneway,yes,regular
88320123,source,USGS imagery,regular
88320124,bicycle,no,regular
88320124,highway,motorway_link,regular
88320124,oneway,yes,regular
88320124,source,USGS imagery,regular
92794421,highway,cycleway,regular
99654751,railway,rail,regular
99654751,cfcc,B11,tiger
99654751,county,"Weld, CO",tiger
99654751,name_base,Burlington Northern Santa Fe R,tiger
99704650,electrified,no,regular
99704650,gauge,1435,regular
99704650,name,Fort Collins Industrial Lead,regular
99704650,old_railway_operator,UP,regular
99704650,operator,UP,regular
99704650,railway,rail,regular
99704650,cfcc,B11,tiger
99704650,county,"Larimer, CO",tiger
99704650,name_base,Union Pacific Railroad,tiger
99704650,reviewed,no,tiger
99704650,usage,branch,regular
99809632,name,GWR Branch Rail Crossover (Windsor?),regular
99809632,operator,GWR,regular
99809632,owner,OmniTRAX,regular
99809632,railway,rail,regular
99809632,cfcc,B11,tiger
99809632,county,"Weld, CO",tiger
99809632,name_base,Great Western Railway,tiger
99825604,CDOT_route,034D,regular
99825604,NHS,yes,regular
99825604,alt_name,County Road 60,regular
99825604,hgv,designated,regular
99825604,national_network,yes,hgv
99825604,highway,trunk,regular
99825604,lanes,2,regular
99825604,name,US Highway 34 Business Loop,regular
99825604,oneway,yes,regular
99825604,lane:both,no_parking,parking
99825604,ref,US 34 BUS;CR 60,regular
99825604,source,Bing,regular
99825604,hgv:national_network,"CDOT ""Highway Data Explorer""",source
99825604,surface,asphalt,regular
99825604,tracktype,grade1,regular
99825616,CDOT_route,034D,regular
99825616,NHS,yes,regular
99825616,alt_name,County Road 60,regular
99825616,bridge,yes,regular
99825616,hgv,designated,regular
99825616,national_network,yes,hgv
99825616,highway,trunk,regular
99825616,lanes,2,regular
99825616,layer,1,regular
99825616,lit,yes,regular
99825616,name,US Highway 34 Business Loop,regular
99825616,oneway,yes,regular
99825616,lane:both,no_parking,parking
99825616,ref,US 34 BUS;CR 60,regular
99825616,source,Bing,regular
99825616,hgv:national_network,"CDOT ""Highway Data Explorer""",source
99825616,surface,asphalt,regular
99825616,tracktype,grade1,regular
99825617,CDOT_route,257A,regular
99825617,bridge,yes,regular
99825617,hgv,designated,regular
99825617,national_network,yes,hgv
99825617,highway,secondary,regular
99825617,lanes,2,regular
99825617,backward,1,lanes
99825617,forward,1,lanes
99825617,layer,1,regular
99825617,lit,yes,regular
99825617,name,State Highway 257,regular
99825617,lane:both,no_parking,parking
99825617,ref,CO 257,regular
99825617,sidewalk,none,regular
99825617,source,Bing,regular
99825617,hgv:national_network,"CDOT ""Highway Data Explorer""",source
99825617,surface,asphalt,regular
99825617,tracktype,grade1,regular
99825618,CDOT_route,257A,regular
99825618,hgv,designated,regular
99825618,national_network,yes,hgv
99825618,highway,secondary,regular
99825618,lanes,3,regular
99825618,backward,1,lanes
99825618,forward,2,lanes
99825618,lit,yes,regular
99825618,name,State Highway 257,regular
99825618,lane:both,no_parking,parking
99825618,ref,CO 257,regular
99825618,sidewalk,none,regular
99825618,source,Bing,regular
99825618,hgv:national_network,"CDOT ""Highway Data Explorer""",source
99825618,surface,asphalt,regular
99825618,tracktype,grade1,regular
99825618,lanes:forward,left|through,turn
99825619,CDOT_route,257A,regular
99825619,bridge,yes,regular
99825619,hgv,designated,regular
99825619,national_network,yes,hgv
99825619,highway,secondary,regular
99825619,lanes,2,regular
99825619,backward,1,lanes
99825619,forward,1,lanes
99825619,layer,1,regular
99825619,name,State Highway 257,regular
99825619,lane:both,no_parking,parking
99825619,ref,CO 257,regular
99825619,sidewalk,none,regular
99825619,source,Bing,regular
99825619,hgv:national_network,"CDOT ""Highway Data Explorer""",source
99825619,surface,asphalt,regular
99825619,tracktype,grade1,regular
99825620,highway,trunk_link,regular
99825620,lit,yes,regular
99825620,oneway,yes,regular
99825625,CDOT_route,257A,regular
99825625,hgv,designated,regular
99825625,national_network,yes,hgv
99825625,highway,secondary,regular
99825625,lanes,2,regular
99825625,backward,1,lanes
99825625,forward,1,lanes
99825625,name,State Highway 257,regular
99825625,lane:both,no_parking,parking
99825625,ref,CO 257,regular
99825625,sidewalk,none,regular
99825625,source,Bing,regular
99825625,hgv:national_network,"CDOT ""Highway Data Explorer""",source
99825625,surface,asphalt,regular
99825625,tracktype,grade1,regular
99976965,electrified,no,regular
99976965,gauge,1435,regular
99976965,name,Fort Collins Subdivision,regular
99976965,old_railway_operator,UP,regular
99976965,operator,UP,regular
99976965,railway,rail,regular
99976965,cfcc,B11,tiger
99976965,county,"Larimer, CO",tiger
99976965,name_base,Union Pacific Railroad,tiger
99976965,reviewed,no,tiger
99976965,usage,branch,regular
99976968,name,Fort Collins to Greeley,regular
99976968,old_railway_operator,CB&Q,regular
99976968,operator,GWR,regular
99976968,owner,OmniTRAX,regular
99976968,railway,rail,regular
99976968,cfcc,B11,tiger
99976968,county,"Larimer, CO",tiger
99976968,name_base,Union Pacific Railroad; Colorado and Southern Railway; Burlington Northern Santa Fe R,tiger
99976968,reviewed,no,tiger
99976968,usage,branch,regular
100405310,bicycle,designated,regular
100405310,foot,designated,regular
100405310,highway,cycleway,regular
100405310,layer,-1,regular
100405310,name,Poudre River Trail,regular
100405310,segregated,no,regular
100405310,tunnel,yes,regular
100405311,highway,residential,regular
100405312,amenity,parking,regular
100405312,fee,no,regular
100405312,name,River Bluffs Trailhead,regular
100405313,bicycle,designated,regular
100405313,foot,designated,regular
100405313,highway,cycleway,regular
100405313,name,Poudre River Trail,regular
100405313,segregated,no,regular
100405314,bicycle,designated,regular
100405314,bridge,yes,regular
100405314,foot,designated,regular
100405314,highway,cycleway,regular
100405314,name,Poudre River Trail,regular
100405314,segregated,no,regular
100405314,surface,paved,regular
100405315,bicycle,designated,regular
100405315,foot,designated,regular
100405315,highway,cycleway,regular
100405315,name,Poudre River Trail,regular
100405315,segregated,no,regular
100405315,surface,paved,regular
100405316,bridge,yes,regular
100577361,highway,residential,regular
100577361,name,Shaylah Court,regular
100578222,highway,residential,regular
100578222,name,Nautical Court,regular
100578222,source,Bing;TIGER 2013,regular
100578224,highway,residential,regular
100578226,highway,residential,regular
100578226,name,Hidden Cove Court,regular
100578226,source,Bing;TIGER 2013,regular
100578227,highway,residential,regular
100578227,name,Spinnaker Bay Drive,regular
100578227,source,Bing;TIGER 2013,regular
100578229,highway,residential,regular
100580375,golf,water_hazard,regular
100580375,natural,water,regular
100580375,waterway,stream,regular
103627169,cables,3,regular
103627169,frequency,60,regular
103627169,power,line,regular
103627169,voltage,230000,regular
103627169,wires,single,regular
103628430,cables,6,regular
103628430,power,line,regular
103628430,voltage,230000,regular
103681687,cables,6,regular
103681687,power,line,regular
103681687,voltage,230000,regular
103895850,location,outdoor,regular
103895850,power,substation,regular
103895850,substation,distribution,regular
103895851,cables,6,regular
103895851,frequency,60,regular
103895851,power,line,regular
103895851,voltage,230000,regular
103895851,wires,single,regular
103895852,cables,3,regular
103895852,power,line,regular
103895853,cables,3,regular
103895853,power,line,regular
103895853,voltage,230000,regular
103895855,cables,3,regular
103895855,power,line,regular
103895856,cables,6,regular
103895856,power,line,regular
103895857,name,Weld Substation,regular
103895857,power,substation,regular
103895858,cables,3,regular
103895858,line,substation,regular
103895858,power,line,regular
103895858,voltage,230000,regular
103895860,fixme,"name,operator",regular
103895860,location,outdoor,regular
103895860,power,substation,regular
103895860,substation,distribution,regular
103895860,voltage,230000,regular
103895861,cables,3,regular
103895861,frequency,60,regular
103895861,power,line,regular
103895861,voltage,230000,regular
103895861,wires,single,regular
103895862,cables,3,regular
103895862,frequency,60,regular
103895862,power,line,regular
103895862,voltage,230000,regular
103895862,wires,single,regular
103895863,cables,3,regular
103895863,line,substation,regular
103895863,power,line,regular
103895863,voltage,230000,regular
103902375,cables,3,regular
103902375,power,line,regular
103902376,cables,3,regular
103902376,power,line,regular
103902379,cables,6,regular
103902379,power,line,regular
103902382,power,substation,regular
103902385,cables,3,regular
103902385,power,line,regular
103902386,location,outdoor,regular
103902386,power,substation,regular
103902386,substation,distribution,regular
103902386,voltage,230000,regular
103902387,cables,3,regular
103902387,power,line,regular
105411466,building,yes,regular
105411467,city,Fort Collins,addr
105411467,housenumber,2644,addr
105411467,postcode,80525,addr
105411467,state,CO,addr
105411467,street,South Timberline Road,addr
105411467,amenity,bank,regular
105411467,atm,yes,regular
105411467,building,yes,regular
105411467,drive_through,no,regular
105411467,name,First Bank,regular
105411467,opening_hours,Mo-Fr 09:00-18:00; Sa 09:00-12:00,regular
105411468,amenity,fuel,regular
105411468,building,yes,regular
105411468,name,King Soopers Fuel,regular
105668109,city,Fort Collins,addr
105668109,housenumber,2602,addr
105668109,postcode,80525,addr
105668109,state,CO,addr
105668109,street,South Timberline Road,addr
105668109,building,yes,regular
105668109,phone,+1-970-267-5100,contact
105668109,name,King Soopers,regular
105668109,store_number,97,ref
105668109,shop,supermarket,regular
105668111,barrier,wall,regular
105668112,barrier,wall,regular
105668114,barrier,wall,regular
106204109,highway,tertiary,regular
106204109,name,Southeast Frontage Road,regular
106204109,cfcc,A41,tiger
106204109,county,"Larimer, CO",tiger
106204109,name_base,Frontage,tiger
106204109,name_direction_prefix,SE,tiger
106204109,name_type,Rd,tiger
106204109,reviewed,no,tiger
106204127,cycleway,lane,regular
106204127,highway,tertiary,regular
106204127,name,Southeast Frontage Road,regular
106204127,cfcc,A41,tiger
106204127,county,"Larimer, CO",tiger
106204127,name_base,Frontage,tiger
106204127,name_direction_prefix,SE,tiger
106204127,name_type,Rd,tiger
106204127,reviewed,no,tiger
106208503,CDOT_route,014C,regular
106208503,alt_name,State Highway 14,regular
106208503,hgv,designated,regular
106208503,national_network,yes,hgv
106208503,highway,trunk,regular
106208503,lanes,2,regular
106208503,maxspeed,45 mph,regular
106208503,name,East Mulberry Street,regular
106208503,oneway,yes,regular
106208503,ref,CO 14,regular
106208503,hgv:national_network,"CDOT ""Highway Data Explorer""",source
106208503,surface,asphalt,regular
106208503,tracktype,grade1,regular
106275860,highway,path,regular
106276045,highway,residential,regular
106276163,highway,path,regular
106276967,access,customers,regular
106276967,amenity,parking,regular
106276967,disabled,15,capacity
106276967,fee,no,regular
106276968,highway,service,regular
106276968,service,parking_aisle,regular
106276969,amenity,car_wash,regular
106276969,building,yes,regular
106276969,name,Grease Monkey Car Wash,regular
106276970,highway,service,regular
106276970,service,parking_aisle,regular
106276971,highway,service,regular
106276971,service,parking_aisle,regular
106276972,highway,service,regular
106276972,service,parking_aisle,regular
106276973,building,yes,regular
106276973,name,Grease Monkey,regular
106276974,highway,service,regular
106276974,service,parking_aisle,regular
106276975,highway,service,regular
106276975,service,parking_aisle,regular
106276976,highway,service,regular
106276976,service,parking_aisle,regular
106276977,highway,service,regular
106276977,service,parking_aisle,regular
106294348,direction,backward,regular
106294348,highway,residential,regular
106294348,name,Ronald Reagan Boulevard,regular
106294352,highway,residential,regular
106294352,name,Northeast Frontage Road,regular
106294352,cfcc,A41,tiger
106294352,county,"Larimer, CO",tiger
106294352,name_base,Frontage,tiger
106294352,name_direction_prefix,NE,tiger
106294352,name_type,Rd,tiger
106294352,reviewed,no,tiger
106370518,CDOT_route,257B,regular
106370518,hgv,designated,regular
106370518,national_network,yes,hgv
106370518,highway,unclassified,regular
106370518,name,State Highway 257 Spur,regular
106370518,ref,CO 257 Spur,regular
106370518,hgv:national_network,"CDOT ""Highway Data Explorer""",source
106370518,cfcc,A31,tiger
106370518,county,"Weld, CO",tiger
106370518,name_base,Highway 257,tiger
106370518,name_base_1,State Spur 257,tiger
